Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[Begin],Process 'Order_Separator.OnEnteredInputBuffer' execution started.
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'Order.28' ending transfer into station 'Order_Separator.InputBuffer'.
0,Order.28,Output@Order_Arrival,2.OnExited,[Begin],Process 'Output@Order_Arrival.OnExited' execution started.
0,Order.28,Output@Order_Arrival,2.OnExited,[Fire] ExitedEvent,Firing event 'Output@Order_Arrival.Exited'.
0,Order.28,Output@Order_Arrival,2.OnExited,[End],Process 'Output@Order_Arrival.OnExited' execution ended.
0,Order.28,Input@Order_Separator,2.OnExited,[Begin],Process 'Input@Order_Separator.OnExited' execution started.
0,Order.28,Input@Order_Separator,2.OnExited,[Fire] ExitedEvent,Firing event 'Input@Order_Separator.Exited'.
0,Order.28,Input@Order_Separator,2.OnExited,[End],Process 'Input@Order_Separator.OnExited' execution ended.
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[Seize] Separator,Object 'Order.28' waiting to seize '1' resource(s) of resource type '[ParentObject] Order_Separator'.
0,Order.28,Order_Arrival,0.OnEnteredOutputBuffer,[End],Process 'Order_Arrival.OnEnteredOutputBuffer' execution ended.
0,Order.28,Output@Order_Arrival,1.OnEnteredFromAssociatedObject,[End],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution ended.
0,Order.28,Input@Order_Separator,3.OnEnteredToAssociatedObject,[End],Process 'Input@Order_Separator.OnEnteredToAssociatedObject' execution ended.
0,--,--,--,--,Resource 'Order_Separator' checking allocation queue which contains '1' item(s).
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[Seize] Separator,Object 'Order.28' checking availability to seize '1' resource(s) of resource type '[ParentObject] Order_Separator'.
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[Seize] Separator,Object 'Order.28' checking availability to seize '1' capacity unit(s) of resource 'Order_Separator’.
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[Seize] Separator,Object 'Order.28' found ‘1’ currently available capacity unit(s) of resource 'Order_Separator’.
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[Seize] Separator,Object 'Order.28' found '1' currently available resource(s) of resource type '[ParentObject] Order_Separator'.
0,--,--,--,--,Resource 'Order_Separator' selecting object 'Order.28' waiting at rank position '1' in allocation queue which contains '1' item(s).
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[Seize] Separator,Object 'Order.28' seized '1' capacity unit(s) of resource 'Order_Separator'.
0,--,--,--,--,Changing from AutoState 'Starved' to 'Busy' on resource 'Order_Separator'.
0,--,--,--,--,Assigning state variable 'Order_Separator.ResourceState' the value '1'. Previous value was '0'.
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[Seize] Separator,Object 'Order.28' completed seize of '1' resource(s) of resource type '[ParentObject] Order_Separator'.
0,--,--,--,--,Changing from AutoState 'Busy' to 'Blocked' on resource 'Order_Separator'.
0,--,--,--,--,Assigning state variable 'Order_Separator.ResourceState' the value '2'. Previous value was '1'.
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[Transfer] ToProcessing,Entity 'Order.28' transferring from '[Station] Order_Separator.InputBuffer' into station 'Order_Separator.Processing'.
0,--,--,--,--,Changing from AutoState 'Blocked' to 'Busy' on resource 'Order_Separator'.
0,--,--,--,--,Assigning state variable 'Order_Separator.ResourceState' the value '1'. Previous value was '2'.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Begin],Process 'Order_Separator.OnEnteredProcessing' execution started.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Order.28' ending transfer into station 'Order_Separator.Processing'.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token sent to 'True' exit.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Decide] IfMakeCopies,Token branching on condition 'SeparationMode==List.SeparationModeValue.MakeCopies'.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Decide] IfMakeCopies,Token sent to 'True' exit.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Create] CopyQuantity,Creating '2' new object(s) of entity type 'Pizza' that are copies of original entity ‘Order.28’.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Create] CopyQuantity,Created object 'Pizza.29'.
0,Pizza.29,Order_Separator,1.OnEnteredProcessing,[Assign] ResourceState,Assigning state variable 'Order_Separator.ResourceState' the value '2'. Previous value was '1'.
0,Pizza.29,Order_Separator,1.OnEnteredProcessing,[Transfer] ToMemberOutputBuffer,Entity 'Pizza.29' transferring from '[FreeSpace] Order_Separator' into station 'Order_Separator.MemberOutputBuffer'.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Create] CopyQuantity,Created object 'Pizza.30'.
0,Pizza.30,Order_Separator,2.OnEnteredProcessing,[Assign] ResourceState,Assigning state variable 'Order_Separator.ResourceState' the value '2'. Previous value was '2'.
0,Pizza.30,Order_Separator,2.OnEnteredProcessing,[Transfer] ToMemberOutputBuffer,Entity 'Pizza.30' waiting to transfer from '[FreeSpace] Order_Separator' into station 'Order_Separator.MemberOutputBuffer'.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Create] CopyQuantity,Token waiting at Create step for '2' other processes to complete.
0,Order.28,Order_Separator,4.OnEnteredInputBuffer,[End],Process 'Order_Separator.OnEnteredInputBuffer' execution ended.
0,Pizza.29,Order_Separator,0.OnEnteredMemberOutputBuffer,[Begin],Process 'Order_Separator.OnEnteredMemberOutputBuffer' execution started.
0,Pizza.29,Order_Separator,0.OnEnteredMemberOutputBuffer,[EndTransfer] IntoMemberOutputBuffer,Entity 'Pizza.29' ending transfer into station 'Order_Separator.MemberOutputBuffer'.
0,Pizza.30,Order_Separator,2.OnEnteredProcessing,[Transfer] ToMemberOutputBuffer,Entity 'Pizza.30' transferring from '[FreeSpace] Order_Separator' into station 'Order_Separator.MemberOutputBuffer'.
0,Pizza.29,Order_Separator,0.OnEnteredMemberOutputBuffer,[Transfer] ToMemberOutputNode,Entity 'Pizza.29' transferring from '[Station] Order_Separator.MemberOutputBuffer' into node 'MemberOutput@Order_Separator'.
0,Pizza.29,MemberOutput@Order_Separator,5.OnEnteredFromAssociatedObject,[Begin],Process 'MemberOutput@Order_Separator.OnEnteredFromAssociatedObject' execution started.
0,Pizza.29,MemberOutput@Order_Separator,5.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'MemberOutput@Order_Separator.Entered'.
0,Pizza.29,MemberOutput@Order_Separator,5.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
0,Pizza.29,MemberOutput@Order_Separator,5.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token sent to 'False' exit.
0,Pizza.29,MemberOutput@Order_Separator,5.OnEnteredFromAssociatedObject,[Execute] RoutingOutLogic,Executing process 'MemberOutput@Order_Separator.RoutingOutLogic'.
0,Pizza.29,MemberOutput@Order_Separator,6.RoutingOutLogic,[Begin],Process 'MemberOutput@Order_Separator.RoutingOutLogic' execution started.
0,Pizza.29,MemberOutput@Order_Separator,6.RoutingOutLogic,[SetNode] NextDestination,Assigning entity ‘Pizza.29’ destination node the value ‘Input@Dough_and_Sauce’.
0,Pizza.29,MemberOutput@Order_Separator,6.RoutingOutLogic,[End],Process 'MemberOutput@Order_Separator.RoutingOutLogic' execution ended.
0,Pizza.29,MemberOutput@Order_Separator,5.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Pizza.29' transferring from '[Node] MemberOutput@Order_Separator' into node 'Input@Dough_and_Sauce'.
0,Pizza.29,Input@Dough_and_Sauce,6.OnEnteredToAssociatedObject,[Begin],Process 'Input@Dough_and_Sauce.OnEnteredToAssociatedObject' execution started.
0,Pizza.29,Input@Dough_and_Sauce,6.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@Dough_and_Sauce.Entered'.
0,Pizza.29,Input@Dough_and_Sauce,6.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Pizza.29' transferring from '[Node] Input@Dough_and_Sauce' into object 'Dough_and_Sauce'.
0,Pizza.29,Input@Dough_and_Sauce,6.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Pizza.29' transferring from '[Node] Input@Dough_and_Sauce' into station 'Dough_and_Sauce.InputBuffer'.
0,Pizza.29,Order_Separator,1.OnEnteredProcessing,[End],Process 'Order_Separator.OnEnteredProcessing' execution ended.
0,Pizza.30,Order_Separator,4.OnEnteredMemberOutputBuffer,[Begin],Process 'Order_Separator.OnEnteredMemberOutputBuffer' execution started.
0,Pizza.30,Order_Separator,4.OnEnteredMemberOutputBuffer,[EndTransfer] IntoMemberOutputBuffer,Entity 'Pizza.30' ending transfer into station 'Order_Separator.MemberOutputBuffer'.
0,Pizza.30,Order_Separator,4.OnEnteredMemberOutputBuffer,[Transfer] ToMemberOutputNode,Entity 'Pizza.30' transferring from '[Station] Order_Separator.MemberOutputBuffer' into node 'MemberOutput@Order_Separator'.
0,Pizza.30,MemberOutput@Order_Separator,1.OnEnteredFromAssociatedObject,[Begin],Process 'MemberOutput@Order_Separator.OnEnteredFromAssociatedObject' execution started.
0,Pizza.30,MemberOutput@Order_Separator,1.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'MemberOutput@Order_Separator.Entered'.
0,Pizza.30,MemberOutput@Order_Separator,1.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
0,Pizza.30,MemberOutput@Order_Separator,1.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token sent to 'False' exit.
0,Pizza.30,MemberOutput@Order_Separator,1.OnEnteredFromAssociatedObject,[Execute] RoutingOutLogic,Executing process 'MemberOutput@Order_Separator.RoutingOutLogic'.
0,Pizza.30,MemberOutput@Order_Separator,8.RoutingOutLogic,[Begin],Process 'MemberOutput@Order_Separator.RoutingOutLogic' execution started.
0,Pizza.30,MemberOutput@Order_Separator,8.RoutingOutLogic,[SetNode] NextDestination,Assigning entity ‘Pizza.30’ destination node the value ‘Input@Dough_and_Sauce’.
0,Pizza.30,MemberOutput@Order_Separator,8.RoutingOutLogic,[End],Process 'MemberOutput@Order_Separator.RoutingOutLogic' execution ended.
0,Pizza.30,MemberOutput@Order_Separator,1.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Pizza.30' transferring from '[Node] MemberOutput@Order_Separator' into node 'Input@Dough_and_Sauce'.
0,Pizza.30,Input@Dough_and_Sauce,8.OnEnteredToAssociatedObject,[Begin],Process 'Input@Dough_and_Sauce.OnEnteredToAssociatedObject' execution started.
0,Pizza.30,Input@Dough_and_Sauce,8.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@Dough_and_Sauce.Entered'.
0,Pizza.30,Input@Dough_and_Sauce,8.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Pizza.30' transferring from '[Node] Input@Dough_and_Sauce' into object 'Dough_and_Sauce'.
0,Pizza.30,Input@Dough_and_Sauce,8.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Pizza.30' waiting to transfer from '[Node] Input@Dough_and_Sauce' into station 'Dough_and_Sauce.InputBuffer'.
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[Begin],Process 'Dough_and_Sauce.OnEnteredInputBuffer' execution started.
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'Pizza.29' ending transfer into station 'Dough_and_Sauce.InputBuffer'.
0,Pizza.29,MemberOutput@Order_Separator,9.OnExited,[Begin],Process 'MemberOutput@Order_Separator.OnExited' execution started.
0,Pizza.29,MemberOutput@Order_Separator,9.OnExited,[Fire] ExitedEvent,Firing event 'MemberOutput@Order_Separator.Exited'.
0,Pizza.29,MemberOutput@Order_Separator,9.OnExited,[End],Process 'MemberOutput@Order_Separator.OnExited' execution ended.
0,Pizza.29,Input@Dough_and_Sauce,9.OnExited,[Begin],Process 'Input@Dough_and_Sauce.OnExited' execution started.
0,Pizza.29,Input@Dough_and_Sauce,9.OnExited,[Fire] ExitedEvent,Firing event 'Input@Dough_and_Sauce.Exited'.
0,Pizza.29,Input@Dough_and_Sauce,9.OnExited,[End],Process 'Input@Dough_and_Sauce.OnExited' execution ended.
0,Pizza.30,Input@Dough_and_Sauce,8.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Pizza.30' transferring from '[Node] Input@Dough_and_Sauce' into station 'Dough_and_Sauce.InputBuffer'.
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[Seize] Server,Object 'Pizza.29' waiting to seize '1' resource(s) of resource type '[ParentObject] Dough_and_Sauce'.
0,Pizza.30,Order_Separator,2.OnEnteredProcessing,[End],Process 'Order_Separator.OnEnteredProcessing' execution ended.
0,Pizza.29,Order_Separator,0.OnEnteredMemberOutputBuffer,[End],Process 'Order_Separator.OnEnteredMemberOutputBuffer' execution ended.
0,Pizza.29,MemberOutput@Order_Separator,5.OnEnteredFromAssociatedObject,[End],Process 'MemberOutput@Order_Separator.OnEnteredFromAssociatedObject' execution ended.
0,Pizza.29,Input@Dough_and_Sauce,6.OnEnteredToAssociatedObject,[End],Process 'Input@Dough_and_Sauce.OnEnteredToAssociatedObject' execution ended.
0,Pizza.30,Dough_and_Sauce,9.OnEnteredInputBuffer,[Begin],Process 'Dough_and_Sauce.OnEnteredInputBuffer' execution started.
0,Pizza.30,Dough_and_Sauce,9.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'Pizza.30' ending transfer into station 'Dough_and_Sauce.InputBuffer'.
0,Pizza.30,MemberOutput@Order_Separator,6.OnExited,[Begin],Process 'MemberOutput@Order_Separator.OnExited' execution started.
0,Pizza.30,MemberOutput@Order_Separator,6.OnExited,[Fire] ExitedEvent,Firing event 'MemberOutput@Order_Separator.Exited'.
0,Pizza.30,MemberOutput@Order_Separator,6.OnExited,[End],Process 'MemberOutput@Order_Separator.OnExited' execution ended.
0,Pizza.30,Input@Dough_and_Sauce,6.OnExited,[Begin],Process 'Input@Dough_and_Sauce.OnExited' execution started.
0,Pizza.30,Input@Dough_and_Sauce,6.OnExited,[Fire] ExitedEvent,Firing event 'Input@Dough_and_Sauce.Exited'.
0,Pizza.30,Input@Dough_and_Sauce,6.OnExited,[End],Process 'Input@Dough_and_Sauce.OnExited' execution ended.
0,Pizza.30,Dough_and_Sauce,9.OnEnteredInputBuffer,[Seize] Server,Object 'Pizza.30' waiting to seize '1' resource(s) of resource type '[ParentObject] Dough_and_Sauce'.
0,--,--,--,--,Changing from AutoState 'Busy' to 'Blocked' on resource 'Order_Separator'.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[Transfer] ToParentOutputBuffer,Entity 'Order.28' transferring from '[Station] Order_Separator.Processing' into station 'Order_Separator.ParentOutputBuffer'.
0,--,--,--,--,Changing from AutoState 'Blocked' to 'Busy' on resource 'Order_Separator'.
0,--,--,--,--,Assigning state variable 'Order_Separator.ResourceState' the value '1'. Previous value was '2'.
0,Pizza.30,Order_Separator,4.OnEnteredMemberOutputBuffer,[End],Process 'Order_Separator.OnEnteredMemberOutputBuffer' execution ended.
0,Pizza.30,MemberOutput@Order_Separator,1.OnEnteredFromAssociatedObject,[End],Process 'MemberOutput@Order_Separator.OnEnteredFromAssociatedObject' execution ended.
0,Pizza.30,Input@Dough_and_Sauce,8.OnEnteredToAssociatedObject,[End],Process 'Input@Dough_and_Sauce.OnEnteredToAssociatedObject' execution ended.
0,Order.28,Order_Separator,6.OnEnteredParentOutputBuffer,[Begin],Process 'Order_Separator.OnEnteredParentOutputBuffer' execution started.
0,Order.28,Order_Separator,6.OnEnteredParentOutputBuffer,[EndTransfer] IntoParentOutputBuffer,Entity 'Order.28' ending transfer into station 'Order_Separator.ParentOutputBuffer'.
0,Order.28,Order_Separator,6.OnEnteredParentOutputBuffer,[Release] Separator,Object 'Order.28' attempting to release '1' resource(s) of resource type '[ParentObject] Order_Separator'.
0,Order.28,Order_Separator,6.OnEnteredParentOutputBuffer,[Release] Separator,Object 'Order.28' released '1' capacity unit(s) of resource 'Order_Separator'.
0,--,--,--,--,Changing from AutoState 'Busy' to 'Starved' on resource 'Order_Separator'.
0,--,--,--,--,Assigning state variable 'Order_Separator.ResourceState' the value '0'. Previous value was '1'.
0,Order.28,Order_Separator,8.OnCapacityReleased,[Begin],Process 'Order_Separator.OnCapacityReleased' execution started.
0,Order.28,Order_Separator,8.OnCapacityReleased,[End],Process 'Order_Separator.OnCapacityReleased' execution ended.
0,Order.28,Order_Separator,6.OnEnteredParentOutputBuffer,[Transfer] ToParentOutputNode,Entity 'Order.28' transferring from '[Station] Order_Separator.ParentOutputBuffer' into node 'ParentOutput@Order_Separator'.
0,Order.28,ParentOutput@Order_Separator,8.OnEnteredFromAssociatedObject,[Begin],Process 'ParentOutput@Order_Separator.OnEnteredFromAssociatedObject' execution started.
0,Order.28,ParentOutput@Order_Separator,8.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'ParentOutput@Order_Separator.Entered'.
0,Order.28,ParentOutput@Order_Separator,8.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
0,Order.28,ParentOutput@Order_Separator,8.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token sent to 'False' exit.
0,Order.28,ParentOutput@Order_Separator,8.OnEnteredFromAssociatedObject,[Execute] RoutingOutLogic,Executing process 'ParentOutput@Order_Separator.RoutingOutLogic'.
0,Order.28,ParentOutput@Order_Separator,1.RoutingOutLogic,[Begin],Process 'ParentOutput@Order_Separator.RoutingOutLogic' execution started.
0,Order.28,ParentOutput@Order_Separator,1.RoutingOutLogic,[SetNode] NextDestination,Assigning entity ‘Order.28’ destination node the value ‘Input@Order_Sink’.
0,Order.28,ParentOutput@Order_Separator,1.RoutingOutLogic,[End],Process 'ParentOutput@Order_Separator.RoutingOutLogic' execution ended.
0,Order.28,ParentOutput@Order_Separator,8.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Order.28' transferring from '[Node] ParentOutput@Order_Separator' into node 'Input@Order_Sink'.
0,Order.28,Input@Order_Sink,1.OnEnteredToAssociatedObject,[Begin],Process 'Input@Order_Sink.OnEnteredToAssociatedObject' execution started.
0,Order.28,Input@Order_Sink,1.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@Order_Sink.Entered'.
0,Order.28,Input@Order_Sink,1.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Order.28' transferring from '[Node] Input@Order_Sink' into object 'Order_Sink'.
0,Order.28,Input@Order_Sink,1.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Order.28' transferring from '[Node] Input@Order_Sink' into station 'Order_Sink.InputBuffer'.
0,Order.28,Order_Separator,3.OnEnteredProcessing,[End],Process 'Order_Separator.OnEnteredProcessing' execution ended.
0,Order.28,Order_Sink,4.OnEnteredInputBuffer,[Begin],Process 'Order_Sink.OnEnteredInputBuffer' execution started.
0,Order.28,Order_Sink,4.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'Order.28' ending transfer into station 'Order_Sink.InputBuffer'.
0,Order.28,ParentOutput@Order_Separator,3.OnExited,[Begin],Process 'ParentOutput@Order_Separator.OnExited' execution started.
0,Order.28,ParentOutput@Order_Separator,3.OnExited,[Fire] ExitedEvent,Firing event 'ParentOutput@Order_Separator.Exited'.
0,Order.28,ParentOutput@Order_Separator,3.OnExited,[End],Process 'ParentOutput@Order_Separator.OnExited' execution ended.
0,Order.28,Input@Order_Sink,3.OnExited,[Begin],Process 'Input@Order_Sink.OnExited' execution started.
0,Order.28,Input@Order_Sink,3.OnExited,[Fire] ExitedEvent,Firing event 'Input@Order_Sink.Exited'.
0,Order.28,Input@Order_Sink,3.OnExited,[End],Process 'Input@Order_Sink.OnExited' execution ended.
0,Order.28,Order_Sink,4.OnEnteredInputBuffer,[Tally] TimeInSystem,Recording ‘1’ observation value(s) of type ‘Expression’ for tally statistic ‘Order_Sink.TimeInSystem’.
0,Order.28,Order_Sink,4.OnEnteredInputBuffer,[Tally] TimeInSystem,Recording observation value '0' Hours for tally statistic 'Order_Sink.TimeInSystem'.
0,Order.28,Order_Sink,4.OnEnteredInputBuffer,[Destroy] Entity,Destroying object 'Order.28'.
0,--,--,--,--,Object 'Order.28' destroyed.
0, ,Order_Sink,4.OnEnteredInputBuffer,[End],Process 'Order_Sink.OnEnteredInputBuffer' execution ended.
0, ,Order_Separator,6.OnEnteredParentOutputBuffer,[End],Process 'Order_Separator.OnEnteredParentOutputBuffer' execution ended.
0, ,ParentOutput@Order_Separator,8.OnEnteredFromAssociatedObject,[End],Process 'ParentOutput@Order_Separator.OnEnteredFromAssociatedObject' execution ended.
0, ,Input@Order_Sink,1.OnEnteredToAssociatedObject,[End],Process 'Input@Order_Sink.OnEnteredToAssociatedObject' execution ended.
0,--,--,--,--,Resource 'Dough_and_Sauce' checking allocation queue which contains '2' item(s).
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[Seize] Server,Object 'Pizza.29' checking availability to seize '1' resource(s) of resource type '[ParentObject] Dough_and_Sauce'.
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[Seize] Server,Object 'Pizza.29' checking availability to seize '1' capacity unit(s) of resource 'Dough_and_Sauce’.
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[Seize] Server,Object 'Pizza.29' found ‘1’ currently available capacity unit(s) of resource 'Dough_and_Sauce’.
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[Seize] Server,Object 'Pizza.29' found '1' currently available resource(s) of resource type '[ParentObject] Dough_and_Sauce'.
0,--,--,--,--,Resource 'Dough_and_Sauce' selecting object 'Pizza.29' waiting at rank position '1' in allocation queue which contains '2' item(s).
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[Seize] Server,Object 'Pizza.29' seized '1' capacity unit(s) of resource 'Dough_and_Sauce'.
0,--,--,--,--,Changing from AutoState 'Starved' to 'Busy' on resource 'Dough_and_Sauce'.
0,--,--,--,--,Assigning state variable 'Dough_and_Sauce.ResourceState' the value '1'. Previous value was '0'.
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[Seize] Server,Object 'Pizza.29' completed seize of '1' resource(s) of resource type '[ParentObject] Dough_and_Sauce'.
0,--,--,--,--,Resource 'Dough_and_Sauce' checking allocation queue which contains '1' item(s).
0,--,--,--,--,Resource 'Dough_and_Sauce' unable to select any items waiting in its allocation queue. Resource is fully allocated or off shift.
0,--,--,--,--,Changing from AutoState 'Busy' to 'Blocked' on resource 'Dough_and_Sauce'.
0,--,--,--,--,Assigning state variable 'Dough_and_Sauce.ResourceState' the value '2'. Previous value was '1'.
0,Pizza.29,Dough_and_Sauce,7.OnEnteredInputBuffer,[Transfer] ToProcessing,Entity 'Pizza.29' transferring from '[Station] Dough_and_Sauce.InputBuffer' into station 'Dough_and_Sauce.Processing'.
0,--,--,--,--,Changing from AutoState 'Blocked' to 'Busy' on resource 'Dough_and_Sauce'.
0,--,--,--,--,Assigning state variable 'Dough_and_Sauce.ResourceState' the value '1'. Previous value was '2'.
0,Pizza.29,Dough_and_Sauce,1.OnEnteredProcessing,[Begin],Process 'Dough_and_Sauce.OnEnteredProcessing' execution started.
0,Pizza.29,Dough_and_Sauce,1.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Pizza.29' ending transfer into station 'Dough_and_Sauce.Processing'.
0,Pizza.29,Dough_and_Sauce,1.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0,Pizza.29,Dough_and_Sauce,1.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token sent to 'True' exit.
