Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0,Order.35,Order_Arrival,2.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Order.35' transferring from '[Station] Order_Arrival.OutputBuffer' into node 'Output@Order_Arrival'.
0,Order.35,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution started.
0,Order.35,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Order_Arrival.Entered'.
0,Order.35,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Order.35' transferring from '[Node] Output@Order_Arrival' onto link 'Path1'.
0,Order.35,Path1,5.OnEntered,[Begin],Process 'Path1.OnEntered' execution started.
0,Order.35,Path1,5.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'Order.35.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0,Order.35,Path1,5.OnEntered,[EndTransfer] OntoPath,Entity 'Order.35' ending transfer onto link 'Path1'.
0,Order.35,Path1,5.OnEntered,[End],Process 'Path1.OnEntered' execution ended.
0,Order.35,Order_Arrival,4.OnEnteredProcessing,[End],Process 'Order_Arrival.OnEnteredProcessing' execution ended.
0,Order.35,Order_Arrival,2.OnEnteredOutputBuffer,[End],Process 'Order_Arrival.OnEnteredOutputBuffer' execution ended.
0,Order.35,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[End],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution ended.
9.92063492063492E-05,Order.35,Output@Order_Arrival,3.OnExited,[Begin],Process 'Output@Order_Arrival.OnExited' execution started.
9.92063492063492E-05,Order.35,Output@Order_Arrival,3.OnExited,[Fire] ExitedEvent,Firing event 'Output@Order_Arrival.Exited'.
9.92063492063492E-05,Order.35,Output@Order_Arrival,3.OnExited,[End],Process 'Output@Order_Arrival.OnExited' execution ended.
0.0486165327470508,--,--,--,--,Firing event 'Order_Arrival.EntityArrivals.Event'.
0.0486165327470508,--,--,--,--,Time until next event of timer 'Order_Arrival.EntityArrivals' is '0.0247667075145223' Hours.
0.0486165327470508,Order_Arrival,Order_Arrival,3.OnEntityArrival,[Begin],Process 'Order_Arrival.OnEntityArrival' execution started.
0.0486165327470508,Order_Arrival,Order_Arrival,3.OnEntityArrival,[Create] Entities,Creating '1' new object(s) of entity type 'Order'.
0.0486165327470508,Order_Arrival,Order_Arrival,3.OnEntityArrival,[Create] Entities,Created object 'Order.36'.
0.0486165327470508,Order.36,Order_Arrival,2.OnEntityArrival,[Transfer] ToProcessing,Entity 'Order.36' transferring from '[FreeSpace] Order_Arrival' into station 'Order_Arrival.Processing'.
0.0486165327470508,Order_Arrival,Order_Arrival,3.OnEntityArrival,[End],Process 'Order_Arrival.OnEntityArrival' execution ended.
0.0486165327470508,Order.36,Order_Arrival,4.OnEnteredProcessing,[Begin],Process 'Order_Arrival.OnEnteredProcessing' execution started.
0.0486165327470508,Order.36,Order_Arrival,4.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Order.36' ending transfer into station 'Order_Arrival.Processing'.
0.0486165327470508,Order.36,Order_Arrival,4.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'Order.36' transferring from '[Station] Order_Arrival.Processing' into station 'Order_Arrival.OutputBuffer'.
0.0486165327470508,Order.36,Order_Arrival,2.OnEntityArrival,[End],Process 'Order_Arrival.OnEntityArrival' execution ended.
0.0486165327470508,Order.36,Order_Arrival,3.OnEnteredOutputBuffer,[Begin],Process 'Order_Arrival.OnEnteredOutputBuffer' execution started.
0.0486165327470508,Order.36,Order_Arrival,3.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'Order.36' ending transfer into station 'Order_Arrival.OutputBuffer'.
0.0486165327470508,Order.36,Order_Arrival,3.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.36.NumPizzas' the value '1'. Previous value was '0'.
0.0486165327470508,Order.36,Order_Arrival,3.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.36.OrderId' the value '1'. Previous value was '0'.
0.0486165327470508,Order.36,Order_Arrival,3.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.36.isDelivery' the value '1'. Previous value was '0'.
0.0486165327470508,Order.36,Order_Arrival,3.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Order.36' transferring from '[Station] Order_Arrival.OutputBuffer' into node 'Output@Order_Arrival'.
0.0486165327470508,Order.36,Output@Order_Arrival,2.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution started.
0.0486165327470508,Order.36,Output@Order_Arrival,2.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Order_Arrival.Entered'.
0.0486165327470508,Order.36,Output@Order_Arrival,2.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Order.36' transferring from '[Node] Output@Order_Arrival' onto link 'Path1'.
0.0486165327470508,Order.36,Path1,5.OnEntered,[Begin],Process 'Path1.OnEntered' execution started.
0.0486165327470508,Order.36,Path1,5.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'Order.36.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.0486165327470508,Order.36,Path1,5.OnEntered,[EndTransfer] OntoPath,Entity 'Order.36' ending transfer onto link 'Path1'.
0.0486165327470508,Order.36,Path1,5.OnEntered,[End],Process 'Path1.OnEntered' execution ended.
0.0486165327470508,Order.36,Order_Arrival,4.OnEnteredProcessing,[End],Process 'Order_Arrival.OnEnteredProcessing' execution ended.
0.0486165327470508,Order.36,Order_Arrival,3.OnEnteredOutputBuffer,[End],Process 'Order_Arrival.OnEnteredOutputBuffer' execution ended.
0.0486165327470508,Order.36,Output@Order_Arrival,2.OnEnteredFromAssociatedObject,[End],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution ended.
0.0487157390962572,Order.36,Output@Order_Arrival,2.OnExited,[Begin],Process 'Output@Order_Arrival.OnExited' execution started.
0.0487157390962572,Order.36,Output@Order_Arrival,2.OnExited,[Fire] ExitedEvent,Firing event 'Output@Order_Arrival.Exited'.
0.0487157390962572,Order.36,Output@Order_Arrival,2.OnExited,[End],Process 'Output@Order_Arrival.OnExited' execution ended.
0.0733832402615731,--,--,--,--,Firing event 'Order_Arrival.EntityArrivals.Event'.
0.0733832402615731,--,--,--,--,Time until next event of timer 'Order_Arrival.EntityArrivals' is '0.066512088567978' Hours.
0.0733832402615731,Order_Arrival,Order_Arrival,2.OnEntityArrival,[Begin],Process 'Order_Arrival.OnEntityArrival' execution started.
0.0733832402615731,Order_Arrival,Order_Arrival,2.OnEntityArrival,[Create] Entities,Creating '1' new object(s) of entity type 'Order'.
0.0733832402615731,Order_Arrival,Order_Arrival,2.OnEntityArrival,[Create] Entities,Created object 'Order.37'.
0.0733832402615731,Order.37,Order_Arrival,3.OnEntityArrival,[Transfer] ToProcessing,Entity 'Order.37' transferring from '[FreeSpace] Order_Arrival' into station 'Order_Arrival.Processing'.
0.0733832402615731,Order_Arrival,Order_Arrival,2.OnEntityArrival,[End],Process 'Order_Arrival.OnEntityArrival' execution ended.
0.0733832402615731,Order.37,Order_Arrival,4.OnEnteredProcessing,[Begin],Process 'Order_Arrival.OnEnteredProcessing' execution started.
0.0733832402615731,Order.37,Order_Arrival,4.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Order.37' ending transfer into station 'Order_Arrival.Processing'.
0.0733832402615731,Order.37,Order_Arrival,4.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'Order.37' transferring from '[Station] Order_Arrival.Processing' into station 'Order_Arrival.OutputBuffer'.
0.0733832402615731,Order.37,Order_Arrival,3.OnEntityArrival,[End],Process 'Order_Arrival.OnEntityArrival' execution ended.
0.0733832402615731,Order.37,Order_Arrival,2.OnEnteredOutputBuffer,[Begin],Process 'Order_Arrival.OnEnteredOutputBuffer' execution started.
0.0733832402615731,Order.37,Order_Arrival,2.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'Order.37' ending transfer into station 'Order_Arrival.OutputBuffer'.
0.0733832402615731,Order.37,Order_Arrival,2.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.37.NumPizzas' the value '1'. Previous value was '0'.
0.0733832402615731,Order.37,Order_Arrival,2.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.37.OrderId' the value '1'. Previous value was '0'.
0.0733832402615731,Order.37,Order_Arrival,2.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.37.isDelivery' the value '1'. Previous value was '0'.
0.0733832402615731,Order.37,Order_Arrival,2.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Order.37' transferring from '[Station] Order_Arrival.OutputBuffer' into node 'Output@Order_Arrival'.
0.0733832402615731,Order.37,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution started.
0.0733832402615731,Order.37,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Order_Arrival.Entered'.
0.0733832402615731,Order.37,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Order.37' transferring from '[Node] Output@Order_Arrival' onto link 'Path1'.
0.0733832402615731,Order.37,Path1,5.OnEntered,[Begin],Process 'Path1.OnEntered' execution started.
0.0733832402615731,Order.37,Path1,5.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'Order.37.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.0733832402615731,Order.37,Path1,5.OnEntered,[EndTransfer] OntoPath,Entity 'Order.37' ending transfer onto link 'Path1'.
0.0733832402615731,Order.37,Path1,5.OnEntered,[End],Process 'Path1.OnEntered' execution ended.
0.0733832402615731,Order.37,Order_Arrival,4.OnEnteredProcessing,[End],Process 'Order_Arrival.OnEnteredProcessing' execution ended.
0.0733832402615731,Order.37,Order_Arrival,2.OnEnteredOutputBuffer,[End],Process 'Order_Arrival.OnEnteredOutputBuffer' execution ended.
0.0733832402615731,Order.37,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[End],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution ended.
0.0734824466107795,Order.37,Output@Order_Arrival,3.OnExited,[Begin],Process 'Output@Order_Arrival.OnExited' execution started.
0.0734824466107795,Order.37,Output@Order_Arrival,3.OnExited,[Fire] ExitedEvent,Firing event 'Output@Order_Arrival.Exited'.
0.0734824466107795,Order.37,Output@Order_Arrival,3.OnExited,[End],Process 'Output@Order_Arrival.OnExited' execution ended.
0.139895328829551,--,--,--,--,Firing event 'Order_Arrival.EntityArrivals.Event'.
0.139895328829551,--,--,--,--,Time until next event of timer 'Order_Arrival.EntityArrivals' is '0.0507631485921048' Hours.
0.139895328829551,Order_Arrival,Order_Arrival,3.OnEntityArrival,[Begin],Process 'Order_Arrival.OnEntityArrival' execution started.
0.139895328829551,Order_Arrival,Order_Arrival,3.OnEntityArrival,[Create] Entities,Creating '1' new object(s) of entity type 'Order'.
0.139895328829551,Order_Arrival,Order_Arrival,3.OnEntityArrival,[Create] Entities,Created object 'Order.38'.
0.139895328829551,Order.38,Order_Arrival,2.OnEntityArrival,[Transfer] ToProcessing,Entity 'Order.38' transferring from '[FreeSpace] Order_Arrival' into station 'Order_Arrival.Processing'.
0.139895328829551,Order_Arrival,Order_Arrival,3.OnEntityArrival,[End],Process 'Order_Arrival.OnEntityArrival' execution ended.
0.139895328829551,Order.38,Order_Arrival,4.OnEnteredProcessing,[Begin],Process 'Order_Arrival.OnEnteredProcessing' execution started.
0.139895328829551,Order.38,Order_Arrival,4.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Order.38' ending transfer into station 'Order_Arrival.Processing'.
0.139895328829551,Order.38,Order_Arrival,4.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'Order.38' transferring from '[Station] Order_Arrival.Processing' into station 'Order_Arrival.OutputBuffer'.
0.139895328829551,Order.38,Order_Arrival,2.OnEntityArrival,[End],Process 'Order_Arrival.OnEntityArrival' execution ended.
0.139895328829551,Order.38,Order_Arrival,3.OnEnteredOutputBuffer,[Begin],Process 'Order_Arrival.OnEnteredOutputBuffer' execution started.
0.139895328829551,Order.38,Order_Arrival,3.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'Order.38' ending transfer into station 'Order_Arrival.OutputBuffer'.
0.139895328829551,Order.38,Order_Arrival,3.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.38.NumPizzas' the value '1'. Previous value was '0'.
0.139895328829551,Order.38,Order_Arrival,3.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.38.OrderId' the value '1'. Previous value was '0'.
0.139895328829551,Order.38,Order_Arrival,3.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.38.isDelivery' the value '1'. Previous value was '0'.
0.139895328829551,Order.38,Order_Arrival,3.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Order.38' transferring from '[Station] Order_Arrival.OutputBuffer' into node 'Output@Order_Arrival'.
0.139895328829551,Order.38,Output@Order_Arrival,2.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution started.
0.139895328829551,Order.38,Output@Order_Arrival,2.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Order_Arrival.Entered'.
0.139895328829551,Order.38,Output@Order_Arrival,2.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Order.38' transferring from '[Node] Output@Order_Arrival' onto link 'Path1'.
0.139895328829551,Order.38,Path1,5.OnEntered,[Begin],Process 'Path1.OnEntered' execution started.
0.139895328829551,Order.38,Path1,5.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'Order.38.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.139895328829551,Order.38,Path1,5.OnEntered,[EndTransfer] OntoPath,Entity 'Order.38' ending transfer onto link 'Path1'.
0.139895328829551,Order.38,Path1,5.OnEntered,[End],Process 'Path1.OnEntered' execution ended.
0.139895328829551,Order.38,Order_Arrival,4.OnEnteredProcessing,[End],Process 'Order_Arrival.OnEnteredProcessing' execution ended.
0.139895328829551,Order.38,Order_Arrival,3.OnEnteredOutputBuffer,[End],Process 'Order_Arrival.OnEnteredOutputBuffer' execution ended.
0.139895328829551,Order.38,Output@Order_Arrival,2.OnEnteredFromAssociatedObject,[End],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution ended.
0.139994535178757,Order.38,Output@Order_Arrival,2.OnExited,[Begin],Process 'Output@Order_Arrival.OnExited' execution started.
0.139994535178757,Order.38,Output@Order_Arrival,2.OnExited,[Fire] ExitedEvent,Firing event 'Output@Order_Arrival.Exited'.
0.139994535178757,Order.38,Output@Order_Arrival,2.OnExited,[End],Process 'Output@Order_Arrival.OnExited' execution ended.
0.190658477421656,--,--,--,--,Firing event 'Order_Arrival.EntityArrivals.Event'.
0.190658477421656,--,--,--,--,Time until next event of timer 'Order_Arrival.EntityArrivals' is '0.0354916682143323' Hours.
0.190658477421656,Order_Arrival,Order_Arrival,2.OnEntityArrival,[Begin],Process 'Order_Arrival.OnEntityArrival' execution started.
0.190658477421656,Order_Arrival,Order_Arrival,2.OnEntityArrival,[Create] Entities,Creating '1' new object(s) of entity type 'Order'.
0.190658477421656,Order_Arrival,Order_Arrival,2.OnEntityArrival,[Create] Entities,Created object 'Order.39'.
0.190658477421656,Order.39,Order_Arrival,3.OnEntityArrival,[Transfer] ToProcessing,Entity 'Order.39' transferring from '[FreeSpace] Order_Arrival' into station 'Order_Arrival.Processing'.
0.190658477421656,Order_Arrival,Order_Arrival,2.OnEntityArrival,[End],Process 'Order_Arrival.OnEntityArrival' execution ended.
0.190658477421656,Order.39,Order_Arrival,4.OnEnteredProcessing,[Begin],Process 'Order_Arrival.OnEnteredProcessing' execution started.
0.190658477421656,Order.39,Order_Arrival,4.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Order.39' ending transfer into station 'Order_Arrival.Processing'.
0.190658477421656,Order.39,Order_Arrival,4.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'Order.39' transferring from '[Station] Order_Arrival.Processing' into station 'Order_Arrival.OutputBuffer'.
0.190658477421656,Order.39,Order_Arrival,3.OnEntityArrival,[End],Process 'Order_Arrival.OnEntityArrival' execution ended.
0.190658477421656,Order.39,Order_Arrival,2.OnEnteredOutputBuffer,[Begin],Process 'Order_Arrival.OnEnteredOutputBuffer' execution started.
0.190658477421656,Order.39,Order_Arrival,2.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'Order.39' ending transfer into station 'Order_Arrival.OutputBuffer'.
0.190658477421656,Order.39,Order_Arrival,2.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.39.NumPizzas' the value '1'. Previous value was '0'.
0.190658477421656,Order.39,Order_Arrival,2.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.39.OrderId' the value '1'. Previous value was '0'.
0.190658477421656,Order.39,Order_Arrival,2.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Order.39.isDelivery' the value '1'. Previous value was '0'.
0.190658477421656,Order.39,Order_Arrival,2.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Order.39' transferring from '[Station] Order_Arrival.OutputBuffer' into node 'Output@Order_Arrival'.
0.190658477421656,Order.39,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution started.
0.190658477421656,Order.39,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Order_Arrival.Entered'.
0.190658477421656,Order.39,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Order.39' transferring from '[Node] Output@Order_Arrival' onto link 'Path1'.
0.190658477421656,Order.39,Path1,5.OnEntered,[Begin],Process 'Path1.OnEntered' execution started.
0.190658477421656,Order.39,Path1,5.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'Order.39.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.190658477421656,Order.39,Path1,5.OnEntered,[EndTransfer] OntoPath,Entity 'Order.39' ending transfer onto link 'Path1'.
0.190658477421656,Order.39,Path1,5.OnEntered,[End],Process 'Path1.OnEntered' execution ended.
0.190658477421656,Order.39,Order_Arrival,4.OnEnteredProcessing,[End],Process 'Order_Arrival.OnEnteredProcessing' execution ended.
0.190658477421656,Order.39,Order_Arrival,2.OnEnteredOutputBuffer,[End],Process 'Order_Arrival.OnEnteredOutputBuffer' execution ended.
0.190658477421656,Order.39,Output@Order_Arrival,3.OnEnteredFromAssociatedObject,[End],Process 'Output@Order_Arrival.OnEnteredFromAssociatedObject' execution ended.
0.190757683770862,Order.39,Output@Order_Arrival,3.OnExited,[Begin],Process 'Output@Order_Arrival.OnExited' execution started.
0.190757683770862,Order.39,Output@Order_Arrival,3.OnExited,[Fire] ExitedEvent,Firing event 'Output@Order_Arrival.Exited'.
0.190757683770862,Order.39,Output@Order_Arrival,3.OnExited,[End],Process 'Output@Order_Arrival.OnExited' execution ended.
0.198412698412698,Order.35,Path1,3.OnReachedEnd,[Begin],Process 'Path1.OnReachedEnd' execution started.
0.198412698412698,Order.35,Path1,3.OnReachedEnd,[Transfer] FromPath,Entity 'Order.35' transferring from '[EndOfLink] Path1' into node 'Input@Order_Taking'.
0.198412698412698,Order.35,Input@Order_Taking,2.OnEnteredToAssociatedObject,[Begin],Process 'Input@Order_Taking.OnEnteredToAssociatedObject' execution started.
0.198412698412698,Order.35,Input@Order_Taking,2.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@Order_Taking.Entered'.
0.198412698412698,Order.35,Input@Order_Taking,2.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Order.35' transferring from '[Node] Input@Order_Taking' into object 'Order_Taking'.
0.198412698412698,Order.35,Input@Order_Taking,2.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Order.35' transferring from '[Node] Input@Order_Taking' into station 'Order_Taking.InputBuffer'.
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[Begin],Process 'Order_Taking.OnEnteredInputBuffer' execution started.
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'Order.35' ending transfer into station 'Order_Taking.InputBuffer'.
0.198412698412698,Order.35,Input@Order_Taking,5.OnExited,[Begin],Process 'Input@Order_Taking.OnExited' execution started.
0.198412698412698,Order.35,Input@Order_Taking,5.OnExited,[Fire] ExitedEvent,Firing event 'Input@Order_Taking.Exited'.
0.198412698412698,Order.35,Input@Order_Taking,5.OnExited,[End],Process 'Input@Order_Taking.OnExited' execution ended.
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[Seize] Server,Object 'Order.35' waiting to seize '1' resource(s) of resource type '[ParentObject] Order_Taking'.
0.198412698412698,Order.35,Path1,3.OnReachedEnd,[End],Process 'Path1.OnReachedEnd' execution ended.
0.198412698412698,Order.35,Input@Order_Taking,2.OnEnteredToAssociatedObject,[End],Process 'Input@Order_Taking.OnEnteredToAssociatedObject' execution ended.
0.198412698412698,--,--,--,--,Resource 'Order_Taking' checking allocation queue which contains '1' item(s).
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[Seize] Server,Object 'Order.35' checking availability to seize '1' resource(s) of resource type '[ParentObject] Order_Taking'.
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[Seize] Server,Object 'Order.35' checking availability to seize '1' capacity unit(s) of resource 'Order_Taking’.
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[Seize] Server,Object 'Order.35' found ‘1’ currently available capacity unit(s) of resource 'Order_Taking’.
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[Seize] Server,Object 'Order.35' found '1' currently available resource(s) of resource type '[ParentObject] Order_Taking'.
0.198412698412698,--,--,--,--,Resource 'Order_Taking' selecting object 'Order.35' waiting at rank position '1' in allocation queue which contains '1' item(s).
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[Seize] Server,Object 'Order.35' seized '1' capacity unit(s) of resource 'Order_Taking'.
0.198412698412698,--,--,--,--,Changing from AutoState 'Starved' to 'Busy' on resource 'Order_Taking'.
0.198412698412698,--,--,--,--,Assigning state variable 'Order_Taking.ResourceState' the value '1'. Previous value was '0'.
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[Seize] Server,Object 'Order.35' completed seize of '1' resource(s) of resource type '[ParentObject] Order_Taking'.
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[SetRow] BeforeProcessing,Setting table row reference for object or element 'Order.35' to row '1' in table 'Order_Times'.
0.198412698412698,--,--,--,--,Changing from AutoState 'Busy' to 'Blocked' on resource 'Order_Taking'.
0.198412698412698,--,--,--,--,Assigning state variable 'Order_Taking.ResourceState' the value '2'. Previous value was '1'.
0.198412698412698,Order.35,Order_Taking,4.OnEnteredInputBuffer,[Transfer] ToProcessing,Entity 'Order.35' transferring from '[Station] Order_Taking.InputBuffer' into station 'Order_Taking.Processing'.
0.198412698412698,--,--,--,--,Changing from AutoState 'Blocked' to 'Busy' on resource 'Order_Taking'.
0.198412698412698,--,--,--,--,Assigning state variable 'Order_Taking.ResourceState' the value '1'. Previous value was '2'.
0.198412698412698,Order.35,Order_Taking,2.OnEnteredProcessing,[Begin],Process 'Order_Taking.OnEnteredProcessing' execution started.
0.198412698412698,Order.35,Order_Taking,2.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Order.35' ending transfer into station 'Order_Taking.Processing'.
